0,1,2,3,4,5,6
10000,2244.75,0.166666672,0.083333336,0,0.198756769,-0.818783283
7999,532.8095093,0.095238097,0,0,0.595039845,-0.369464457
2000,260.6000061,0.400000006,0,0.000425,0.172680229,-1.267650008
776,144.2962952,0.037037037,0,4.77e-05,6.965494633,111.0594177
60000,22143,0.071428575,0,0,-0.040595647,-1.155133605
923,219.5306091,0.285714298,0.020408163,0.006721649,2.076718807,26.91487122
500,44.5,0.25,0,0,-0.261819184,-1.087561131
17996,4433.353027,0.117647059,0,0.022289265,0.077777624,3.064590216
1059,6.625,0.125,0,0,-0.036595315,-0.192019343
1125,165.3076935,0,0.07692308,0.010188034,0.066568956,2.920023441
303,28.5714283,0,0,0,0.3655487,0.106976688
41188,29.95000076,0.550000012,0,0,0.357461929,3.849827528
10000,1006.263184,0.421052635,0.052631579,0.010205263,0.803261697,1.895613074
5434,1.90476191,1,0,0,-0.243617564,-1.41522336
954,4.142857075,0.571428597,0,0,0.50881952,-1.171826482
1029,116.0285721,0.257142872,0.028571429,0.007163681,0.404670209,-0.06977699
91713,2845.273926,0.083333336,0.023809524,0.02485458,1.2605021,42.30365372
284807,254062.0938,0,0,0,0.725344956,153.1567688
32950,104.5,0.6875,0,0,0.805279553,6.370141029
946,102.1999969,0.333333343,0,0,0.366808832,0.854656935
339,168.7272797,0.363636374,0.181818187,0,0.180810496,-0.075455189
351,232.8571472,0.028571429,0,0,-0.567946613,0.293040127
590,226.0714264,0.428571433,0.071428575,0.063438252,1.572710276,12.02712917
11430,426.9550476,0.02247191,0,0,9.126180649,296.4020691
54808,4232.077148,0.384615391,0.07692308,0.005788038,1.209341049,4.653911591
30000,8184.200195,0.159999996,0.039999999,0,4.904323101,133.2974854
1190,44.16666794,0,0,0,0.069106922,-0.216031805
2129,154.1000061,0.075000003,0,0.001139032,2.112089157,14.64232445
101174,1369.470581,0.05882353,0,0,9.924954414,188.896225
59999,973.7096558,0.016129032,0.016129032,0,0.00995739,0.77447015
368,16.18333244,0.300000012,0,0,0.687212646,6.723867416
80,25.08888817,0,0,0,-1.585088134,5.524436951
80,2,0,0,0,1.469874978,0.811876535
1599,121.25,0.083333336,0,0,1.531245828,7.451140881
11054,347.625,0,0.03125,0,-0.773525238,1.113117456
64295,7791.799805,0.600000024,0,0.167123407,-0.402086824,-0.411925793
25000,2274.727295,0.272727281,0.090909094,0,-0.05233958,-1.840869546
67463,24234.40039,0.257142872,0.028571429,0,2.759441853,35.164814
2001,1051.5,0,0.5,0,-0.047025353,-1.227230549
12870,1043.411743,0.588235319,0.05882353,0,2.016480684,22.28737068
7043,1071.166626,0.583333313,0.027777778,0.008708411,0.451125562,0.448871493
5000,442.3571472,0,0.071428575,0,0.135971755,36.14115524
303,28.5714283,0,0,0,0.3655487,0.106976688
421570,46937.64844,0.05882353,0.05882353,0,3.247954369,42.43370819
450,33.11111069,0.666666687,0,0.108065844,-0.577089548,8.129849434
3390,326.6470642,0.117647059,0.05882353,0.008849557,2.334051132,16.23984718
1001,538.25,0,0,0,0.714850068,1.59198463
178,91.35713959,0,0,0,0.332830131,-0.088223584
5861480,39.59999847,0.5,0,0,3.763348103,33.69463348
30527,2016.730713,0.03846154,0.03846154,0,1.890488148,33.15027237
99516,4520.304199,0.260869563,0.043478262,0.089155428,0.762660563,9.480064392
590,64.55000305,0.600000024,0,0,1.127683401,3.243549347
10000,5901.200195,0.400000006,0.400000006,0,1.284975886,4.287474632
18185,13291.66699,0,0.416666657,0,-0.207939997,-0.021002561
25010,8.636363983,0,0,0,0.206452861,-0.181645915
10559,6725.714355,0.142857149,0.142857149,0,2.10400629,5.770754337
45211,561.3529663,0.529411793,0,0,4.210106373,280.1611633
683,65.54545593,0,0,0,2.507376671,24.57936859
5000,442.3571472,0,0.071428575,0,0.135971755,36.14115524
400,40.42856979,0,0,0,1.398733974,29.32692528
500,154.8000031,0.600000024,0.13333334,0.009733333,0.726878941,6.568928719
88588,26709.81836,0.272727281,0.090909094,0,-0.134273052,0.271682143
748,35.40000153,0,0,0,2.05711627,8.083471298
8371,309.0588379,0.588235319,0,0,2.157893658,21.8735714
500,76.7857132,0.357142866,0.071428575,0,0.029095441,-1.542380452
768,139.5555573,0,0,0,0.54099834,2.2891078
400,112.8000031,0.200000003,0.200000003,0,0.265782028,-1.174239159
214,105.3636398,0,0.090909094,0,1.453478575,7.97248888
116,90.19999695,0,0.300000012,0,1.60893631,4.703887939
373,100.1333313,0.333333343,0.06666667,0.003753351,0.1173134,0.243915811
303,28.5714283,0,0,0,0.3655487,0.106976688
683,65.54545593,0,0,0,2.507376671,24.57936859
1748,1224.75,0.083333336,0.5,0,3.314410448,99.47644806
129880,205.4782562,0.217391297,0,0.000132229,0.62235117,9.605733871
60001,202.3913116,0.217391297,0,0.000130433,0.50887388,5.263322353
1470,157.3142853,0.257142872,0.028571429,0,0.415826946,-0.009963999
1470,157.3142853,0.257142872,0.028571429,0,0.415826946,-0.009963999
1470,157.3142853,0.257142872,0.028571429,0,0.415826946,-0.009963999
1470,157.3142853,0.257142872,0.028571429,0,0.415826946,-0.009963999
1534,913.7142944,0.857142866,0.142857149,0,0.015697191,-1.278619409
6620,1789.915527,0,0,0,0.624677658,2.005970478
3333,497.2000122,0.150000006,0,0,0.493346989,0.552823246
10000,2377.055664,0.055555556,0.055555556,0,0.119713992,-1.189609766
10000,2377.055664,0.055555556,0.055555556,0,0.057989392,-1.398530841
520,4.882352829,0.941176474,0,0,0.346403867,-1.425342917
614,126.615387,0.615384638,0.07692308,0.011150087,1.142089725,12.58944798
958,2.900000095,1,0,0,-0.382309109,-1.308243513
1388,912.944458,0.055555556,0.222222224,0,0.221106052,0.11067044
5416,3265.555664,0.055555556,0.166666672,0,0.214244768,0.155000389
7568,4486.111328,0.055555556,0.166666672,8.81e-05,0.324762911,0.408142984
5855,109.8695679,0.217391297,0,0.000118813,0.414215744,2.155305862
1708,60.78260803,0.217391297,0,0.000127278,0.998183429,14.91982937
999,279.444458,0.333333343,0.111111112,0,-0.208681762,2.839328051
20001,3127.444336,0.333333343,0.111111112,0,0.218328267,-0.753968
6001,1195.555542,0.333333343,0.111111112,0,0.243730545,-0.617941141
1227,308.4166565,0.166666672,0.166666672,0,0.17937021,-0.92824322
3820,881.916687,0.166666672,0.166666672,0,0.201581299,-0.818350971
783,348.4285583,0.257142872,0.314285725,0,2.58327961,27.20346642
1898,822.0571289,0.257142872,0.285714298,0,2.644915342,30.76660919
3648,1554.685669,0.257142872,0.285714298,0,2.660043478,29.54800797
360,166.6285706,0.257142872,0.285714298,0,1.854452252,18.39574051
4838,2044.771484,0.257142872,0.200000003,0,2.613194466,29.45588684
346,23.5625,0.6875,0,0,0.722528636,4.672533989
3987,62.25,0.6875,0,0,0.775019646,6.453404427
1124,40.125,0.6875,0,0,1.080196142,11.07763767
1058,189.0833282,0.166666672,0,0,-0.07721965,-0.012866646
5128,271.25,0.166666672,0,0,0.199499726,5.49200964
188,85,0.166666672,0,0,-0.06007326,-0.678883314
1952,22.8125,0.6875,0,0,-0.133420765,4.350162506
1041,21.25,0.6875,0,0,-0.180974126,5.076490402
251,16.6875,0.6875,0,0,-0.269562006,5.460621834
453,49.21052551,0.421052635,0.052631579,0.011269896,0.762298763,1.400765419
1481,151.7368469,0.421052635,0.052631579,0.010910125,0.750195146,1.446426034
1960,201.1578979,0.421052635,0.052631579,0.009801289,0.81656605,2.073579788
3315,337.5263062,0.421052635,0.052631579,0.010256411,0.781018078,1.71160543
753,79.73683929,0.421052635,0.052631579,0.011113442,0.860844433,2.258713007
280,143.8823547,0.05882353,0.05882353,0,0.289494783,0.462218434
1183,413.9411621,0.05882353,0.05882353,0,0.287379205,0.5373981
3173,758.2352905,0.05882353,0,0,1.098060489,2.07242918
237,59.42856979,0.678571403,0.107142858,0.007986739,1.230156541,9.44178009
1150,245.1785736,0.678571403,0.071428575,0.007080745,1.719707608,16.06740379
1649,340.75,0.678571403,0.071428575,0.006584077,1.721960306,15.06682491
3094,616.25,0.714285731,0.071428575,0.005759996,1.768310428,16.69325066
257,9.453608513,0.020618556,0,0,1.944774866,14.82513332
765,18.55670166,0.020618556,0,0,2.27793169,20.32729912
1340,24.91752625,0.020618556,0,0,2.82096982,38.45951462
2185,32.35051727,0.020618556,0,0,4.697298527,86.92556
398,12.50515461,0.020618556,0,0,1.533179402,9.971992493
248,108.6901398,0,0.056338027,0,0.687104106,1.817977309
864,292.7464905,0,0,0,0.623019397,1.718528748
1368,427.690155,0,0,0,0.603756964,1.732060552
1149,370.2253418,0,0,0,0.588370383,2.263434887
368,144.1549225,0,0,0,0.58709687,1.724402785
